#NAME?,RF AUSTRIA GVT BMK BID YLD 10Y - RED. YIELD,RF BELGIUM GVT BMK BID YLD 10Y - RED. YIELD,RF CYPRUS GVT BMK BID YLD 10Y - RED. YIELD,RF GERMANY GVT BMK BID YLD 10Y - RED. YIELD,RF SPAIN GVT BMK BID YLD 10Y - RED. YIELD,RF FINLAND GVT BMK BID YLD 10Y - RED. YIELD,RF FRANCE GVT BMK BID YLD 10Y - RED. YIELD,RF GREECE GVT BMK BID YLD 10Y - RED. YIELD,RF IRELAND GVT BMK BID YLD 10Y - RED. YIELD,RF ITALY GVT BMK BID YLD 10Y - RED. YIELD,RF LITHUANIA GVT BMK BID YLD 10Y - RED. YIELD,#ERROR,RF LATVIA GVT BMK BID YLD 10Y DISC - RED. YIELD,RF MALTA GVT BMK BID YLD 10Y - RED. YIELD,RF NETHERLANDS GVT BMK BID YLD 10Y - RED. YIELD,RF PORTUGAL GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVENIA GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVAKIA GVT BMK BID YLD 10Y - RED. YIELD,RFV DEM 6M IRS 10Y - MIDDLE RATE,
11-02-2022,0.619,0.77,1.491,0.29,1.219,0.602,0.763,2.619,0.853,1.954,0.8,,0.549,1.224,0.456,1.172,0.856,0.666,0.86,
14-02-2022,0.611,0.762,1.477,0.274,1.296,0.595,0.753,2.632,0.861,1.968,0.8,,0.549,1.208,0.444,1.175,0.829,0.654,0.879,
15-02-2022,0.655,0.808,1.544,0.311,1.317,0.645,0.787,2.708,0.871,1.976,0.85,,0.549,1.27,0.477,1.199,0.92,0.675,0.866,
16-02-2022,0.606,0.767,1.555,0.274,1.278,0.595,0.746,2.664,0.838,1.907,0.85,,0.549,1.285,0.431,1.15,1.033,0.647,0.825,
17-02-2022,0.578,0.728,1.573,0.231,1.223,0.559,0.706,2.621,0.804,1.847,0.85,,0.549,1.245,0.384,1.102,0.992,0.597,0.801,
18-02-2022,0.544,0.714,1.599,0.206,1.215,0.537,0.695,2.572,0.806,1.85,0.85,,0.549,1.204,0.475,1.097,0.969,0.572,0.789,
21-02-2022,0.549,0.731,1.595,0.201,1.248,0.565,0.714,2.543,0.824,1.919,1,,0.549,1.228,0.454,1.126,0.969,0.603,0.802,
22-02-2022,0.599,0.751,1.653,0.241,1.269,0.594,0.736,2.615,0.858,1.932,1,,0.549,1.203,0.484,1.153,0.999,0.634,0.838,
23-02-2022,0.589,0.752,1.645,0.224,1.265,0.578,0.734,2.625,0.863,1.94,1,,0.549,1.261,0.476,1.155,1.034,0.627,0.84,
24-02-2022,0.558,0.683,1.635,0.169,1.182,0.538,0.662,2.617,0.822,1.814,1,,0.549,1.231,0.43,1.075,0.95,0.565,0.816,
25-02-2022,0.579,0.729,1.629,0.224,1.22,0.576,0.709,2.567,0.868,1.847,1,,0.549,1.21,0.465,1.111,0.98,0.621,0.864,
28-02-2022,0.544,0.664,1.621,0.156,1.153,0.561,0.635,2.538,0.756,1.758,1,,0.549,1.183,0.403,1.032,0.983,0.525,0.7865,
01-03-2022,0.311,0.424,1.47,-0.069,0.87,0.339,0.377,2.355,0.486,1.416,1.05,,0.549,0.954,0.167,0.734,0.773,0.525,0.653,
02-03-2022,0.417,0.534,1.504,0.01,0.989,0.446,0.469,2.357,0.618,1.533,1.05,,0.549,0.971,0.252,0.844,0.783,0.389,0.709,
03-03-2022,0.437,0.563,1.557,0.019,1.012,0.453,0.496,2.382,0.657,1.589,1.05,,0.549,1.041,0.266,0.868,0.856,0.385,0.735,
04-03-2022,0.351,0.494,1.513,-0.101,0.953,0.384,0.416,2.361,0.619,1.523,1.05,,0.549,0.985,0.173,0.818,0.812,0.341,0.718,
07-03-2022,0.428,0.548,1.513,-0.01,1.014,0.445,0.478,2.361,0.72,1.601,1.05,,0.549,0.96,0.264,0.887,0.885,0.392,0.737,
08-03-2022,0.503,0.629,1.54,0.11,1.059,0.556,0.559,2.333,0.771,1.6,1.15,,0.549,1.005,0.357,0.927,0.961,0.475,0.82,
09-03-2022,0.583,0.709,1.576,0.19,1.125,0.616,0.639,2.379,0.892,1.668,1.15,,0.549,1.075,0.442,0.987,1.065,0.569,0.907,
10-03-2022,0.685,0.823,1.678,0.273,1.279,0.71,0.754,2.535,0.938,1.919,1.15,,0.549,1.091,0.539,1.146,1.14,0.654,0.957,
11-03-2022,0.695,0.817,1.719,0.27,1.258,0.741,0.744,2.591,0.909,1.867,1.15,,0.549,1.214,0.535,1.135,1.332,0.629,0.944,
14-03-2022,0.794,0.917,1.764,0.375,1.358,0.825,0.847,2.698,1.013,1.966,1.35,,0.549,1.243,0.635,1.226,1.396,0.748,1.046,
15-03-2022,0.737,0.881,1.779,0.329,1.317,0.738,0.81,2.658,0.958,1.908,1.35,,0.549,1.262,0.591,1.176,1.475,0.732,1.03,
16-03-2022,0.801,0.913,1.759,0.397,1.342,0.774,0.855,2.664,0.989,1.902,1.35,,0.549,1.357,0.648,1.208,1.48,0.878,1.053,
17-03-2022,0.78,0.899,1.784,0.391,1.338,0.748,0.842,2.646,0.974,1.91,1.35,,0.549,1.335,0.636,1.22,1.485,0.879,1.01,
18-03-2022,0.754,0.871,1.764,0.37,1.319,0.732,0.826,2.644,0.967,1.884,1.35,,0.549,1.316,0.61,1.185,1.433,0.881,1.011,
21-03-2022,0.831,0.939,1.803,0.446,1.39,0.824,0.904,2.691,1.041,1.974,1.4,,0.549,1.349,0.683,1.258,1.418,0.979,1.094,
22-03-2022,0.892,0.998,1.828,0.506,1.431,0.879,0.966,2.749,1.08,2.037,1.4,,0.549,1.432,0.752,1.306,1.421,1.274,1.126,
23-03-2022,0.829,0.978,1.817,0.479,1.388,0.849,0.936,2.742,1.057,1.997,1.4,,0.549,1.405,0.719,1.277,1.394,1.236,1.078,
24-03-2022,0.875,1.006,1.841,0.527,1.414,0.877,0.975,2.784,1.112,2.052,1.4,,0.549,1.385,0.761,1.305,1.406,1.303,1.143,
25-03-2022,0.905,1.037,1.852,0.569,1.437,0.901,1.002,2.784,1.149,2.074,1.4,,0.549,1.416,0.809,1.325,1.367,1.334,1.191,
28-03-2022,0.903,1.03,1.866,0.584,1.459,0.906,1.003,2.834,1.136,2.107,1.4,,0.549,1.472,0.82,1.352,1.453,1.324,1.196,
29-03-2022,0.973,1.105,1.882,0.641,1.514,0.974,1.061,2.863,1.197,2.128,1.55,,0.549,1.501,0.884,1.413,1.543,1.38,1.25,
30-03-2022,1.025,1.142,1.933,0.657,1.559,1.009,1.082,2.774,1.202,2.144,1.55,,0.549,1.54,0.907,1.457,1.574,1.395,1.267,
31-03-2022,1.011,1.031,1.869,0.554,1.447,0.891,0.985,2.671,1.063,2.044,1.5,,0.549,1.54,0.804,1.371,1.478,1.314,1.199,
01-04-2022,1.043,1.068,1.869,0.564,1.487,0.949,1.027,2.683,1.131,2.109,1.5,,0.549,1.498,0.833,1.399,1.506,1.314,1.201,
04-04-2022,1.015,1.024,1.902,0.519,1.463,0.917,1.01,2.594,1.118,2.078,1.5,,0.549,1.479,0.794,1.368,1.437,1.322,1.165,
05-04-2022,1.133,1.169,1.933,0.613,1.596,1.046,1.151,2.644,1.118,2.243,1.5,,0.549,1.492,0.902,1.512,1.557,1.47,1.277,
06-04-2022,1.157,1.193,1.975,0.647,1.648,1.078,1.186,2.779,1.298,2.321,1.5,,0.549,1.583,0.932,1.579,1.66,1.49,1.323,
07-04-2022,1.2,1.222,1.985,0.68,1.668,1.097,1.216,2.833,1.316,2.339,1.5,,0.549,1.579,0.962,1.597,1.639,1.523,1.352,
08-04-2022,1.249,1.251,2.015,0.712,1.693,1.138,1.269,2.889,1.316,2.364,1.5,,0.549,1.616,1.017,1.639,1.711,1.559,1.396,
11-04-2022,1.317,1.317,2.087,0.813,1.751,1.2,1.313,2.869,1.413,2.46,1.65,,0.549,1.698,1.084,1.712,1.749,1.613,1.496,
12-04-2022,1.279,1.319,2.041,0.79,1.712,1.179,1.301,2.857,1.395,2.408,1.65,,0.549,1.744,1.063,1.663,1.797,1.606,1.493,
13-04-2022,1.273,1.291,2.102,0.775,1.707,1.179,1.275,2.856,1.366,2.369,1.65,,0.549,1.72,1.05,1.784,1.765,1.558,1.48,
14-04-2022,1.344,1.347,2.148,0.84,1.788,1.24,1.344,2.888,1.425,2.493,1.65,,0.549,1.679,1.115,1.851,1.773,1.64,1.5815,
15-04-2022,1.344,1.347,2.148,0.84,1.788,1.24,1.344,2.888,1.425,2.493,1.65,,0.549,1.679,1.115,1.851,1.773,1.64,1.552,
18-04-2022,1.344,1.347,2.148,0.84,1.788,1.24,1.344,2.888,1.425,2.493,1.65,,0.549,1.679,1.115,1.851,1.773,1.64,1.5725,
19-04-2022,1.403,1.431,2.2,0.918,1.85,1.309,1.394,2.973,1.509,2.558,1.75,,0.549,1.747,1.17,1.905,1.879,1.677,1.624,
20-04-2022,1.34,1.392,2.161,0.863,1.814,1.259,1.347,2.88,1.454,2.518,1.7,,0.549,1.757,1.119,1.867,1.807,1.63,1.565,
21-04-2022,1.39,1.42,2.225,0.923,1.879,1.31,1.386,2.951,1.526,2.578,1.7,,0.549,1.793,1.169,1.94,1.849,1.711,1.635,
22-04-2022,1.433,1.473,2.225,0.923,1.931,1.351,1.415,2.988,1.564,2.665,1.7,,0.549,1.821,1.214,1.997,1.892,1.735,1.677,
25-04-2022,1.317,1.366,2.225,0.844,1.834,1.251,1.319,2.988,1.459,2.584,1.85,,0.549,1.788,1.114,1.898,1.907,1.623,1.576,
26-04-2022,1.277,1.343,2.225,0.801,1.789,1.208,1.302,3.024,1.453,2.539,1.85,,0.549,1.781,1.081,1.855,1.852,1.623,1.559,
27-04-2022,1.298,1.363,2.255,0.809,1.799,1.215,1.307,3.04,1.444,2.574,1.875,,0.549,1.762,1.087,1.861,1.828,1.614,1.57,
28-04-2022,1.405,1.455,2.309,0.899,1.904,1.32,1.401,3.154,1.547,2.727,1.875,,0.549,1.739,1.178,1.958,1.845,1.703,1.68,
29-04-2022,1.436,1.515,2.324,0.938,1.977,1.355,1.449,3.336,1.611,2.78,1.9,,0.549,1.835,1.219,2.032,1.956,1.8,1.724,
02-05-2022,1.467,1.544,2.324,0.959,2.017,1.381,1.485,3.384,1.625,2.848,1.9,,0.549,1.863,1.25,2.075,1.956,1.815,1.762,
03-05-2022,1.472,1.526,2.409,0.952,2.006,1.373,1.471,3.375,1.639,2.85,1.9,,0.549,1.88,1.243,2.062,2.008,1.804,1.76,
04-05-2022,1.515,1.571,2.459,0.981,2.076,1.404,1.511,3.425,1.659,2.963,1.9,,0.549,1.891,1.277,2.129,2.03,1.845,1.756,
05-05-2022,1.56,1.635,2.457,1.043,2.142,1.453,1.567,3.392,1.722,3.022,1.95,,0.549,1.921,1.325,2.186,1.995,1.913,1.821,
06-05-2022,1.658,1.738,2.448,1.142,2.251,1.567,1.668,3.543,1.826,3.15,1.95,,0.549,1.959,1.421,2.29,2.15,2.013,1.937,
09-05-2022,1.633,1.686,2.452,1.092,2.207,1.525,1.629,3.65,1.826,3.138,2.05,,0.549,2.013,1.382,2.253,2.277,2.02,1.95,
10-05-2022,1.536,1.609,2.539,1.003,2.108,1.426,1.629,3.507,1.679,3.017,2.05,,0.549,1.997,1.29,2.167,2.155,1.946,1.861,
11-05-2022,1.521,1.588,2.471,1.001,2.048,1.429,1.545,3.516,1.643,2.914,2.05,,0.549,1.954,1.274,2.11,2.082,1.887,1.7825,
12-05-2022,1.394,1.451,2.357,0.871,1.898,1.315,1.388,3.37,1.498,2.718,2.05,,0.549,1.895,1.151,1.961,1.975,1.766,1.633,
13-05-2022,1.482,1.534,2.448,0.951,2.004,1.382,1.465,3.464,1.588,2.85,2.05,,0.549,1.895,1.236,2.078,1.995,1.853,1.709,
16-05-2022,1.458,1.532,2.449,0.934,2.005,1.364,1.447,3.563,1.556,2.841,2.075,,0.549,1.944,1.22,2.065,2.08,1.861,1.682,
17-05-2022,1.576,1.623,2.54,1.05,2.124,1.479,1.554,3.574,1.68,2.97,2.075,,0.549,1.969,1.332,2.184,2.084,1.963,1.762,
18-05-2022,1.541,1.593,2.54,1.014,2.09,1.451,1.512,3.601,1.641,2.941,2.075,,0.549,2.004,1.295,2.155,2.132,1.962,1.744,
19-05-2022,1.466,1.524,2.568,0.939,2.03,1.381,1.442,3.542,1.575,2.892,2.05,,0.549,1.957,1.226,2.095,2.014,1.893,1.686,
20-05-2022,1.489,1.541,2.542,0.944,2.076,1.394,1.468,3.725,1.546,2.98,2.05,,0.549,1.975,1.234,2.134,2.046,1.941,1.68,
23-05-2022,1.576,1.622,2.539,1.023,2.138,1.48,1.543,3.731,1.624,3.032,2.05,,0.549,2.031,1.316,2.187,2.072,1.984,1.729,
24-05-2022,1.52,1.572,2.556,0.95,2.083,1.442,1.489,3.665,1.574,2.973,2.05,,0.549,2.042,1.26,2.132,2.081,1.926,1.693,
25-05-2022,1.523,1.555,2.541,0.947,2.057,1.411,1.483,3.573,1.566,2.941,2.05,,0.549,2.003,1.252,2.107,1.99,1.917,1.6985,
26-05-2022,1.555,1.595,2.536,0.994,2.067,1.411,1.518,3.537,1.596,2.909,2.05,,0.549,1.977,1.291,2.123,2.036,1.961,1.7525,
27-05-2022,1.518,1.563,2.534,0.961,2.037,1.43,1.488,3.5,1.556,2.9,2.05,,0.549,1.985,1.253,2.085,2,1.922,1.713,
30-05-2022,1.608,1.636,2.55,1.045,2.119,1.513,1.557,3.544,1.633,2.989,2.05,,0.549,2.016,1.338,2.172,2.093,2.002,1.771,
31-05-2022,1.692,1.728,2.545,1.125,2.232,1.578,1.645,3.576,1.688,3.135,2.15,,0.549,2.072,1.414,2.277,2.132,2.045,1.848,
01-06-2022,1.743,1.774,2.534,1.179,2.289,1.639,1.695,3.601,1.756,3.183,2.2,,0.549,2.149,1.475,2.33,2.178,2.105,1.899,
02-06-2022,1.803,1.832,2.562,1.229,2.363,1.7,1.758,3.677,1.813,3.29,2.25,,0.549,2.197,1.53,2.416,2.237,2.178,1.951,
03-06-2022,1.846,1.89,2.562,1.272,2.428,1.741,1.801,3.735,1.856,3.402,2.3,,0.549,2.227,1.575,2.481,2.31,2.19,1.985,
06-06-2022,1.846,1.939,2.562,1.329,2.48,1.79,1.85,3.879,1.879,3.426,2.3,,0.549,2.234,1.623,2.529,2.299,2.199,2.001,
07-06-2022,1.83,1.888,2.576,1.287,2.408,1.744,1.806,3.825,1.868,3.391,2.3,,0.549,2.234,1.588,2.458,2.317,2.178,1.999,
08-06-2022,1.884,1.963,2.929,1.349,2.477,1.799,1.871,3.985,1.94,3.462,2.3,,0.549,2.275,1.643,2.507,2.332,2.233,2.061,
09-06-2022,1.984,2.058,2.906,1.435,2.625,1.898,1.987,4.115,2.065,3.712,2.4,,0.549,2.307,1.741,2.663,2.33,2.336,2.122,
10-06-2022,2.061,2.169,3.188,1.498,2.768,1.969,2.093,4.351,2.179,3.845,2.4,,0.549,2.442,1.827,2.796,2.445,2.336,2.203,
13-06-2022,2.243,2.332,3.188,1.626,2.984,2.145,2.245,4.422,2.339,4.099,2.7,,0.549,2.675,1.99,2.999,2.677,2.682,2.376,
14-06-2022,2.373,2.456,3.511,1.738,3.098,2.221,2.371,4.662,2.482,4.219,2.8,,0.549,2.791,2.124,3.106,2.772,2.848,2.587,
15-06-2022,2.237,2.312,3.368,1.645,2.884,2.123,2.221,4.227,2.313,3.912,2.8,,0.549,2.777,1.99,2.858,2.722,2.693,2.45,
16-06-2022,2.282,2.349,3.453,1.696,2.885,2.152,2.262,4.299,2.313,3.859,2.95,,0.549,2.803,2.032,2.836,2.856,2.754,2.4975,
17-06-2022,2.232,2.304,3.529,1.662,2.757,2.109,2.214,4.01,2.324,3.675,2.95,,0.549,2.817,1.988,2.714,2.684,2.697,2.4415,
20-06-2022,2.3,2.388,3.463,1.753,2.882,2.175,2.322,3.982,2.424,3.82,3,,0.549,2.778,2.066,2.792,2.697,2.807,2.528,
21-06-2022,2.323,2.408,3.47,1.763,2.849,2.209,2.325,3.913,2.429,3.79,3,,0.549,2.83,2.081,2.813,2.805,2.824,2.547,
22-06-2022,2.183,2.247,3.459,1.624,2.695,2.062,2.165,3.866,2.273,3.637,3,,0.549,2.767,1.931,2.675,2.687,2.683,2.43,
23-06-2022,1.993,2.072,3.323,1.436,2.524,1.848,1.984,3.761,2.067,3.485,3,,0.549,2.66,1.754,2.502,2.492,2.433,2.225,
24-06-2022,1.984,2.063,3.333,1.442,2.556,1.848,1.977,3.793,2.077,3.485,3,,0.549,2.635,1.75,2.526,2.505,2.457,2.235,
27-06-2022,2.087,2.16,3.476,1.542,2.659,1.977,2.077,3.857,2.159,3.63,3,,0.549,2.708,1.86,2.639,2.555,2.589,2.3335,
28-06-2022,2.193,2.272,3.43,1.639,2.737,2.088,2.184,3.881,2.253,3.669,3,,0.549,2.81,1.962,2.72,2.653,2.631,2.41,
29-06-2022,2.062,2.138,3.439,1.506,2.588,1.952,2.053,3.668,2.149,3.493,3,,0.549,2.81,1.846,2.575,2.581,2.539,2.345,
30-06-2022,1.934,2.051,3.408,1.367,2.461,1.821,1.953,3.62,2.005,3.392,3,,0.549,2.659,1.735,2.457,2.402,2.407,2.16,
01-07-2022,1.822,1.887,3.316,1.231,2.281,1.676,1.801,3.513,1.837,3.205,3,,0.549,2.562,1.587,2.28,2.306,2.27,2.0535,
04-07-2022,1.924,2.033,3.337,1.34,2.421,1.789,1.93,3.539,1.967,3.348,3,,0.549,2.61,1.701,2.42,2.327,2.405,2.176,
05-07-2022,1.8,1.892,3.27,1.184,2.304,1.653,1.797,3.407,1.829,3.277,2.9,,0.549,2.625,1.576,2.313,2.319,2.405,2.061,
06-07-2022,1.769,1.856,3.253,1.159,2.281,1.621,1.766,3.25,1.799,3.244,2.9,,0.549,2.53,1.552,2.289,2.202,2.268,2.005,
07-07-2022,1.864,1.935,3.294,1.288,2.387,1.713,1.839,3.525,1.901,3.36,2.9,,0.549,2.595,1.628,2.399,2.285,2.373,2.1075,
08-07-2022,1.915,1.981,3.284,1.341,2.419,1.758,1.88,3.652,1.936,3.362,2.9,,0.549,2.604,1.682,2.436,2.252,2.401,2.155,
11-07-2022,1.807,1.888,3.256,1.25,2.339,1.653,1.779,3.621,1.825,3.296,2.9,,0.549,2.632,1.568,2.345,2.266,2.288,2.081,
12-07-2022,1.673,1.762,3.17,1.133,2.224,1.533,1.649,3.493,1.713,3.2,2.9,,0.549,2.617,1.444,2.24,2.132,2.166,1.971,
13-07-2022,1.707,1.77,3.17,1.148,2.259,1.56,1.664,3.494,1.725,3.233,2.9,,0.549,2.562,1.463,2.266,2.151,2.165,1.957,
14-07-2022,1.748,1.825,3.217,1.184,2.349,1.597,1.717,3.536,1.782,3.407,2.9,,0.549,2.638,1.504,2.359,2.262,2.187,1.968,
15-07-2022,1.699,1.76,3.198,1.125,2.283,1.552,1.734,3.518,1.729,3.355,2.9,,0.549,2.608,1.447,2.3,2.23,2.175,1.964,
18-07-2022,1.782,1.85,3.237,1.215,2.451,1.63,1.817,3.474,1.797,3.383,2.9,,0.549,2.673,1.529,2.379,2.3,2.256,1.9985,
19-07-2022,1.816,1.875,3.215,1.279,2.482,1.689,1.847,3.464,1.847,3.424,2.9,,0.549,2.667,1.574,2.402,2.305,2.284,2.075,
20-07-2022,1.799,1.865,3.228,1.262,2.484,1.681,1.836,3.452,1.831,3.468,2.9,,0.549,2.696,1.569,2.402,2.269,2.277,2.04,
21-07-2022,1.783,1.843,3.266,1.225,2.477,1.65,1.816,3.628,1.837,3.57,2.9,,0.549,2.711,1.556,2.409,2.368,2.274,2.019,
22-07-2022,1.567,1.645,3.21,1.02,2.251,1.445,1.61,3.279,1.651,3.42,2.9,,0.549,2.654,1.35,2.191,2.121,2.082,1.859,
25-07-2022,1.58,1.652,3.214,1.024,2.234,1.438,1.62,3.099,1.648,3.394,2.9,,0.549,2.552,1.353,2.159,2.144,2.05,1.823,
26-07-2022,1.475,1.551,3.003,0.929,2.114,1.337,1.52,2.974,1.563,3.34,2.9,,0.549,2.537,1.25,2.046,2.024,1.965,1.736,
27-07-2022,1.497,1.567,3.001,0.938,2.137,1.356,1.53,3.037,1.595,3.418,2.9,,0.549,2.516,1.26,2.068,2.038,1.973,1.755,
28-07-2022,1.352,1.409,2.98,0.802,1.969,1.219,1.374,2.943,1.493,3.254,2.9,,0.549,2.541,1.119,1.905,2.044,1.839,1.655,
29-07-2022,1.36,1.42,2.944,0.827,1.933,1.222,1.386,2.995,1.453,3.152,2.9,,0.549,2.446,1.127,1.857,1.969,1.819,1.645,
01-08-2022,1.299,1.368,2.715,0.763,1.849,1.18,1.332,2.919,1.42,2.974,2.9,,0.549,2.418,1.056,1.787,1.879,1.785,1.62,
02-08-2022,1.345,1.408,2.661,0.782,1.927,1.197,1.378,2.958,1.459,3.038,2.9,,0.549,2.347,1.083,1.868,1.792,1.836,1.667,
03-08-2022,1.433,1.468,2.737,0.864,1.983,1.283,1.44,3.044,1.485,3.032,2.9,,0.549,2.392,1.176,1.924,1.938,1.858,1.689,
04-08-2022,1.36,1.391,2.607,0.804,1.905,1.208,1.358,2.979,1.4,2.939,2.9,,0.549,2.422,1.108,1.838,1.883,1.788,1.633,
05-08-2022,1.511,1.539,2.76,0.955,2.039,1.361,1.491,2.989,1.543,3.026,2.9,,0.549,2.388,1.254,1.966,1.878,1.961,1.807,
08-08-2022,1.454,1.479,2.68,0.899,2.001,1.301,1.445,3.082,1.494,3.039,2.479,,0.549,2.408,1.198,1.93,1.936,1.897,1.75,
09-08-2022,1.463,1.51,2.763,0.924,2.033,1.34,1.477,3.22,1.519,3.058,2.466,,0.549,2.398,1.227,1.955,1.972,1.922,1.784,
10-08-2022,1.435,1.483,2.763,0.885,1.995,1.296,1.447,3.196,1.495,2.986,2.458,,0.549,2.428,1.191,1.914,1.97,1.908,1.762,
11-08-2022,1.515,1.566,2.771,0.973,2.064,1.385,1.531,3.169,1.574,3.016,2.449,,0.549,2.392,1.271,1.97,1.958,2.004,1.832,
12-08-2022,1.546,1.597,2.771,0.994,2.105,1.418,1.555,3.232,1.588,3.072,2.441,,0.549,2.486,1.296,2.009,2.039,1.988,1.813,
15-08-2022,1.437,1.489,2.711,0.896,2.009,1.315,1.464,3.232,1.507,2.972,2.441,,0.549,2.486,1.192,1.92,2.039,1.898,1.732,
16-08-2022,1.522,1.571,2.806,0.978,2.098,1.407,1.548,3.328,1.579,2.972,2.9,,0.549,2.406,1.267,2,1.974,1.941,1.786,
17-08-2022,1.629,1.699,2.806,1.081,2.218,1.497,1.656,3.508,1.696,3.302,2.9,,0.549,2.511,1.377,2.137,2.161,2.068,1.882,
18-08-2022,1.669,1.708,2.927,1.094,2.241,1.511,1.674,3.538,1.709,3.322,2.9,,0.549,2.609,1.394,2.161,2.151,2.086,1.92,
19-08-2022,1.803,1.857,2.967,1.228,2.378,1.654,1.807,3.693,1.838,3.491,2.9,,0.549,2.65,1.531,2.296,2.28,2.221,2.044,
22-08-2022,1.879,1.919,3.027,1.293,2.478,1.712,1.882,3.784,1.925,3.6,2.9,,0.549,2.681,1.599,2.377,2.306,2.317,2.154,
23-08-2022,1.914,1.938,3.074,1.317,2.509,1.748,1.916,3.942,1.933,3.635,2.9,,0.549,2.752,1.631,2.412,2.389,2.349,2.185,
24-08-2022,1.966,1.99,3.128,1.359,2.557,1.802,1.969,3.995,1.989,3.671,3,,0.549,2.842,1.682,2.46,2.453,2.409,2.261,
25-08-2022,1.94,1.958,3.136,1.324,2.497,1.77,1.934,3.902,1.934,3.553,3,,0.549,2.802,1.645,2.409,2.417,2.378,2.197,
26-08-2022,2.014,2.029,3.144,1.398,2.589,1.848,2.003,3.968,2.022,3.681,3,,0.549,2.826,1.717,2.496,2.442,2.493,2.279,
29-08-2022,2.134,2.142,3.119,1.501,2.693,1.951,2.122,4.034,2.166,3.791,3,,0.549,2.999,1.848,2.605,2.612,2.493,2.416,
30-08-2022,2.141,2.158,3.271,1.507,2.702,1.975,2.125,4.011,2.162,3.824,2.851,,0.549,2.98,1.843,2.612,2.572,2.585,2.408,
31-08-2022,2.17,2.175,3.335,1.535,2.733,2.001,2.15,4.106,2.197,3.883,3,,0.549,3.031,1.87,2.643,2.647,2.608,2.42,
01-09-2022,2.202,2.212,3.376,1.564,2.776,2.041,2.15,4.23,2.205,3.949,2.908,,0.549,3.082,1.895,2.682,2.69,2.608,2.445,
02-09-2022,2.16,2.182,3.373,1.521,2.725,1.978,2.148,4.213,2.174,3.837,2.931,,0.549,3.053,1.851,2.627,2.703,2.606,2.394,
05-09-2022,2.208,2.243,3.401,1.567,2.778,2.034,2.194,4.281,2.229,3.94,2.976,,0.549,3.052,1.898,2.682,2.7,2.694,2.5,
06-09-2022,2.242,2.246,3.401,1.605,2.792,2.073,2.2,4.171,2.249,3.949,2.98,,0.549,3.007,1.932,2.698,2.646,2.717,2.552,
07-09-2022,2.207,2.193,3.382,1.574,2.737,2.036,2.147,4.147,2.183,3.859,2.998,,0.549,3.042,1.89,2.651,2.643,2.664,2.434,
08-09-2022,2.323,2.304,3.385,1.712,2.832,2.149,2.257,4.206,2.302,3.94,3.007,,0.549,3.042,2.014,2.75,2.656,2.797,2.508,
09-09-2022,2.315,2.357,3.476,1.703,2.86,2.165,2.273,4.259,2.312,4.014,3.053,,0.549,3.213,2.005,2.775,2.793,2.866,2.508,
12-09-2022,2.254,2.297,3.443,1.644,2.796,2.099,2.214,4.215,2.257,3.94,3.5,,0.549,3.132,1.954,2.711,2.752,2.795,2.46,
13-09-2022,2.341,2.34,3.507,1.725,2.856,2.289,2.286,4.225,2.327,3.984,3.5,,0.549,3.15,2.029,2.773,2.733,2.859,2.546,
14-09-2022,2.314,2.295,3.488,1.689,2.841,2.263,2.256,4.282,2.318,3.965,3.5,,0.549,3.206,2.008,2.757,2.846,2.828,2.542,
15-09-2022,2.361,2.328,3.504,1.733,2.888,2.31,2.283,4.225,2.354,4.019,3.5,,0.549,3.209,2.041,2.797,2.814,2.828,2.552,
16-09-2022,2.378,2.353,3.52,1.764,2.929,2.369,2.314,4.291,2.335,4.043,3.5,,0.549,3.225,2.072,2.834,2.855,2.805,2.523,
19-09-2022,2.4,2.375,3.543,1.789,2.934,2.391,2.335,4.464,2.394,4.048,3.5,,0.549,3.218,2.096,2.847,2.901,2.874,2.5735,
20-09-2022,2.55,2.525,3.659,1.945,3.088,2.552,2.495,4.478,2.52,4.19,3.5,,0.549,3.333,2.253,2.994,3.095,3.005,2.6955,
21-09-2022,2.509,2.48,3.654,1.89,3.029,2.507,2.444,4.452,2.448,4.13,3.5,,0.549,3.333,2.192,2.943,3.056,2.977,2.691,
22-09-2022,2.593,2.579,3.693,1.983,3.107,2.6,2.543,4.476,2.54,4.191,3.5,,0.549,3.348,2.292,3.01,3.043,3.074,2.765,
23-09-2022,2.637,2.653,3.739,2.035,3.195,2.664,2.607,4.539,2.608,4.362,3.375,,0.549,3.484,2.346,3.095,3.224,3.136,2.864,
26-09-2022,2.73,2.728,3.869,2.092,3.275,2.728,2.689,4.679,2.722,4.515,3.549,,0.549,3.498,2.407,3.182,3.298,3.261,2.991,
27-09-2022,2.875,2.893,3.976,2.251,3.449,2.858,2.859,4.851,2.847,4.764,3.595,,0.549,3.579,2.566,3.357,3.26,3.388,3.133,
28-09-2022,2.81,2.803,4.089,2.14,3.327,2.771,2.762,4.93,2.733,4.575,3.6,,0.549,3.736,2.463,3.241,3.5,3.388,3.087,
29-09-2022,2.888,2.871,4.12,2.21,3.394,2.865,2.82,4.924,2.792,4.653,3.9,,0.549,3.706,2.525,3.29,3.472,3.429,3.128,
30-09-2022,2.814,2.776,4.051,2.111,3.295,2.784,2.722,4.826,2.698,4.508,3.885,,0.549,3.649,2.429,3.183,3.306,3.376,3.078,
