#NAME?,RF AUSTRIA GVT BMK BID YLD 10Y - RED. YIELD,RF BELGIUM GVT BMK BID YLD 10Y - RED. YIELD,RF CYPRUS GVT BMK BID YLD 10Y - RED. YIELD,RF GERMANY GVT BMK BID YLD 10Y - RED. YIELD,RF SPAIN GVT BMK BID YLD 10Y - RED. YIELD,RF FINLAND GVT BMK BID YLD 10Y - RED. YIELD,RF FRANCE GVT BMK BID YLD 10Y - RED. YIELD,RF GREECE GVT BMK BID YLD 10Y - RED. YIELD,RF IRELAND GVT BMK BID YLD 10Y - RED. YIELD,RF ITALY GVT BMK BID YLD 10Y - RED. YIELD,RF LITHUANIA GVT BMK BID YLD 10Y - RED. YIELD,#ERROR,RF LATVIA GVT BMK BID YLD 10Y DISC - RED. YIELD,RF MALTA GVT BMK BID YLD 10Y - RED. YIELD,RF NETHERLANDS GVT BMK BID YLD 10Y - RED. YIELD,RF PORTUGAL GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVENIA GVT BMK BID YLD 10Y - RED. YIELD,RF SLOVAKIA GVT BMK BID YLD 10Y - RED. YIELD,RFV DEM 6M IRS 10Y - MIDDLE RATE,
03-10-2022,2.611,2.541,3.921,1.894,3.067,2.572,2.49,4.836,2.484,4.203,3.835,,0.549,3.685,2.223,2.961,3.255,3.168,2.885,
04-10-2022,2.562,2.534,3.859,1.888,3.048,2.569,2.484,4.639,2.431,4.209,3.816,,0.549,3.607,2.206,2.944,3.02,3.153,2.818,
05-10-2022,2.696,2.677,3.969,2.02,3.229,2.697,2.628,4.649,2.592,4.446,3.812,,0.549,3.667,2.338,3.125,3.116,3.335,2.96,
06-10-2022,2.696,2.735,4.033,2.08,3.283,2.764,2.683,4.734,2.628,4.502,3.848,,0.549,3.832,2.399,3.186,3.281,3.437,3.065,
07-10-2022,2.893,2.851,3.97,2.194,3.409,2.872,2.8,4.813,2.75,4.7,3.915,,0.549,3.92,2.518,3.316,3.398,3.581,3.203,
10-10-2022,3.013,2.946,4.142,2.322,3.48,3.019,2.895,4.904,2.867,4.633,3.943,,0.549,3.934,2.644,3.391,3.442,3.685,3.337,
11-10-2022,3.011,2.947,4.117,2.309,3.474,3.008,2.897,4.955,2.835,4.699,4.019,,0.549,3.969,2.637,3.391,3.563,3.71,3.3675,
12-10-2022,3.066,3.002,3.991,2.343,3.523,3.055,2.944,5.021,2.875,4.797,4.027,,0.549,3.972,2.672,3.445,3.6,3.849,3.306,
13-10-2022,3.024,2.949,4.119,2.296,3.456,2.98,2.894,4.927,2.838,4.712,4.115,,0.549,3.989,2.629,3.392,3.519,3.791,3.267,
14-10-2022,3.062,3.017,4.046,2.357,3.537,3.058,2.955,4.81,2.897,4.803,4.115,,0.549,3.879,2.688,3.443,3.468,3.861,3.313,
17-10-2022,3.001,2.924,4.052,2.27,3.436,2.956,2.854,4.925,2.817,4.676,4.23,,0.549,3.918,2.592,3.358,3.493,3.768,3.235,
18-10-2022,3.003,2.918,4.092,2.272,3.424,2.981,2.851,4.981,2.833,4.69,4.1,,0.549,3.943,2.594,3.352,3.552,3.789,3.215,
19-10-2022,3.095,3.015,4.113,2.366,3.513,3.055,2.938,5.054,2.923,4.758,4.1,,0.549,3.939,2.685,3.437,3.608,3.857,3.25,
20-10-2022,3.122,3.025,4.203,2.401,3.529,3.104,2.953,5.048,2.921,4.735,4.1,,0.549,3.939,2.721,3.454,3.63,3.852,3.3245,
21-10-2022,3.164,3.05,4.158,2.44,3.558,3.155,2.993,5.082,2.914,4.774,4.734,,0.549,3.939,2.744,3.486,3.732,3.883,3.264,
24-10-2022,3.057,2.931,4.131,2.347,3.453,3.052,2.875,4.867,2.805,4.593,4.753,,0.549,3.939,2.641,3.357,3.634,3.797,3.1785,
25-10-2022,2.905,2.771,4.133,2.167,3.249,2.856,2.693,4.688,2.639,4.358,4.673,,0.549,3.939,2.46,3.181,3.574,3.635,3.003,
26-10-2022,2.905,2.723,4.164,2.116,3.21,2.822,2.649,4.67,2.599,4.329,4.8,,0.549,3.939,2.407,3.15,3.556,3.597,2.974,
27-10-2022,2.672,2.568,4.118,1.982,3.024,2.655,2.49,4.528,2.395,4.041,4.8,,0.549,3.939,2.273,2.959,3.559,3.411,2.842,
28-10-2022,2.767,2.666,4.118,2.088,3.146,2.718,2.598,4.528,2.549,4.153,4.8,,0.549,2.868,2.357,3.079,3.46,3.534,2.982,
31-10-2022,2.841,2.752,4.175,2.157,3.238,2.786,2.692,4.591,2.616,4.325,4.65,,0.549,2.976,2.441,3.165,3.503,3.587,3.025,
01-11-2022,2.823,2.731,4.167,2.125,3.213,2.786,2.67,4.573,2.639,4.263,4.65,,0.549,2.927,2.424,3.133,3.503,3.587,3.028,
02-11-2022,2.848,2.738,4.186,2.139,3.252,2.771,2.682,4.575,2.65,4.302,4.65,,0.549,2.979,2.439,3.157,3.567,3.594,3.0565,
03-11-2022,2.935,2.84,4.249,2.247,3.326,2.904,2.789,4.656,2.748,4.424,4.65,,0.549,3.075,2.533,3.244,3.651,3.659,3.116,
04-11-2022,2.974,2.892,4.252,2.29,3.354,2.938,2.826,4.69,2.806,4.456,4.65,,0.549,3.019,2.576,3.287,3.71,3.745,3.149,
07-11-2022,3.007,2.902,4.241,2.322,3.373,2.933,2.848,4.738,2.84,4.467,4.65,,0.549,3.121,2.601,3.299,3.669,3.79,3.149,
08-11-2022,2.928,2.843,4.253,2.27,3.311,2.918,2.79,4.73,2.783,4.379,4.65,,0.549,3.147,2.545,3.237,3.708,3.721,3.056,
09-11-2022,2.831,2.759,4.163,2.178,3.22,2.829,2.694,4.704,2.672,4.279,4.65,,0.549,3.012,2.454,3.152,3.591,3.588,2.942,
10-11-2022,2.655,2.574,4.223,2.004,3.032,2.659,2.496,4.51,2.489,4.003,4.65,,0.549,2.964,2.287,2.967,3.509,3.422,2.804,
11-11-2022,2.773,2.735,4.223,2.159,3.207,2.791,2.67,4.499,2.661,4.206,4.65,,0.549,2.847,2.45,3.155,3.437,3.594,2.901,
14-11-2022,2.765,2.738,4.223,2.156,3.211,2.779,2.667,4.329,2.678,4.19,4.024,,0.549,2.926,2.435,3.158,3.461,3.578,2.8765,
15-11-2022,2.695,2.672,4.192,2.097,3.126,2.707,2.59,4.272,2.624,4.047,3.99,,0.549,2.926,2.377,3.072,3.409,3.512,2.7585,
16-11-2022,2.587,2.559,4.191,2.006,3.032,2.586,2.488,4.266,2.505,3.934,3.918,,0.549,2.869,2.294,2.983,3.353,3.38,2.6975,
17-11-2022,2.62,2.578,4.191,2.023,3.053,2.621,2.505,4.29,2.477,3.95,3.897,,0.549,2.737,2.322,2.999,3.209,3.38,2.769,
18-11-2022,2.615,2.555,4.155,2.018,3.031,2.6,2.485,4.269,2.469,3.886,3.928,,0.549,2.819,2.311,2.975,3.267,3.416,2.771,
21-11-2022,2.569,2.493,4.17,1.98,2.984,2.582,2.453,4.238,2.445,3.922,3.909,,0.549,2.76,2.278,2.939,3.218,3.406,2.7535,
22-11-2022,2.559,2.498,4.128,1.981,2.982,2.565,2.463,4.239,2.43,3.918,3.909,,0.549,2.777,2.262,2.935,3.187,3.387,2.7,
23-11-2022,2.514,2.42,4.128,1.921,2.888,2.507,2.384,4.192,2.356,3.786,3.872,,0.549,2.764,2.207,2.837,3.177,3.323,2.653,
24-11-2022,2.417,2.349,3.986,1.845,2.794,2.396,2.292,4.083,2.26,3.672,3.819,,0.549,2.591,2.136,2.742,2.987,3.264,2.575,
25-11-2022,2.563,2.499,4.058,1.97,2.954,2.54,2.44,4.174,2.405,3.859,3.803,,0.549,2.595,2.259,2.905,3.085,3.332,2.678,
28-11-2022,2.58,2.537,4.071,1.993,2.992,2.572,2.62,4.221,2.437,3.916,3.794,,0.549,2.676,2.289,2.94,3.193,3.33,2.691,
29-11-2022,2.509,2.453,3.991,1.913,2.914,2.472,2.538,4.159,2.371,3.821,3.744,,0.549,2.662,2.204,2.85,3.074,3.281,2.671,
30-11-2022,2.552,2.482,4.01,1.946,2.963,2.523,2.416,4.165,2.389,3.887,3.715,,0.549,2.706,2.239,2.904,3.126,3.215,2.6055,
01-12-2022,2.423,2.341,4.01,1.824,2.829,2.401,2.276,3.893,2.258,3.73,3.679,,0.549,2.699,2.113,2.756,3.007,3.068,2.541,
02-12-2022,2.454,2.363,3.943,1.855,2.869,2.435,2.31,3.87,2.309,3.769,3.667,,0.549,2.677,2.149,2.794,2.937,3.1,2.5445,
05-12-2022,2.47,2.415,3.943,1.876,2.876,2.447,2.316,3.872,2.32,3.747,4.65,,0.549,2.759,2.169,2.805,3.019,3.095,2.599,
06-12-2022,2.401,2.378,3.901,1.799,2.801,2.447,2.252,3.793,2.255,3.661,4.65,,0.549,2.747,2.095,2.726,2.988,3.042,2.536,
07-12-2022,2.389,2.342,3.856,1.787,2.776,2.378,2.244,3.71,2.241,3.614,4.65,,0.549,2.67,2.083,2.701,3.001,3.035,2.536,
08-12-2022,2.431,2.372,3.876,1.819,2.829,2.403,2.297,3.798,2.28,3.694,4.65,,0.549,2.67,2.112,2.76,2.978,3.064,2.545,
09-12-2022,2.534,2.493,3.922,1.925,2.944,2.514,2.388,3.982,2.384,3.803,4.65,,0.549,2.745,2.218,2.859,3.047,3.119,2.611,
12-12-2022,2.545,2.495,3.905,1.934,2.962,2.522,2.402,3.956,2.401,3.821,3.482,,0.549,2.794,2.225,2.874,3.069,3.129,2.623,
13-12-2022,2.531,2.467,3.869,1.904,2.923,2.51,2.39,3.954,2.38,3.782,3.462,,0.549,2.794,2.19,2.834,3.102,3.107,2.629,
14-12-2022,2.548,2.506,3.844,1.932,2.968,2.527,2.417,4.034,2.385,3.855,3.458,,0.549,2.793,2.223,2.889,3.17,3.14,2.599,
15-12-2022,2.703,2.68,3.975,2.083,3.161,2.686,2.589,4.144,2.573,4.154,4.65,,0.549,2.834,2.379,3.088,3.132,3.318,2.71,
16-12-2022,2.814,2.771,4.118,2.165,3.263,2.777,2.689,4.307,2.661,4.299,4.65,,0.549,3.04,2.492,3.195,3.429,3.374,2.816,
19-12-2022,2.835,2.806,4.128,2.197,3.287,2.789,2.717,4.339,2.71,4.374,4.65,,0.549,3.039,2.533,3.227,3.435,3.393,2.8325,
20-12-2022,2.952,2.913,4.194,2.299,3.404,2.907,2.837,4.448,2.819,4.47,4.65,,0.549,3.134,2.636,3.361,3.512,3.495,2.943,
21-12-2022,2.939,2.911,4.199,2.297,3.385,2.888,2.832,4.455,2.833,4.421,4.65,,0.549,3.157,2.636,3.334,3.536,3.486,2.991,
22-12-2022,2.989,2.976,4.244,2.365,3.434,2.965,2.905,4.512,2.882,4.475,4.65,,0.549,3.136,2.698,3.39,3.596,3.576,3.025,
23-12-2022,3.005,3.065,4.275,2.392,3.472,2.994,2.931,4.534,2.916,4.508,4.65,,0.549,3.214,2.722,3.413,3.636,3.579,3.058,
26-12-2022,3.005,3.065,4.275,2.392,3.472,2.994,2.931,4.534,2.916,4.508,4.65,,0.549,3.214,2.722,3.413,3.636,3.579,3.058,
27-12-2022,3.154,3.117,4.224,2.513,3.572,3.115,3.045,4.584,3.057,4.622,4.65,,0.549,3.267,2.851,3.515,3.749,3.702,3.1645,
28-12-2022,3.148,3.145,4.25,2.507,3.586,3.079,3.051,4.59,3.034,4.65,4.65,,0.549,3.29,2.853,3.536,3.72,3.669,3.139,
29-12-2022,3.105,3.081,4.25,2.464,3.533,3.027,2.996,4.564,2.955,4.547,4.65,,0.549,3.31,2.811,3.481,3.758,3.53,3.077,
30-12-2022,3.208,3.194,4.151,2.562,3.648,3.095,3.107,4.592,3.121,4.692,4.65,,0.549,3.289,2.911,3.599,3.753,3.646,3.196,
